mode,mode_label,saved_index,fem_cycle,field,metric,FEM_nstep2_projected,PIDL,PIDL_over_FEM
current_active,current active,39,40,psi_active,p99,0.034360761370532344,0.034472476691007614,1.0032512469462065
current_active,current active,39,40,psi_active,domain_mean,0.0031361779713216897,0.003461943008005619,1.1038732621881917
current_active,current active,39,40,psi_active,tip_2l0_mean,0.0025970015877111218,0.0007913481094874442,0.30471606687961333
current_active,current active,39,40,psi_active,tip_2l0_integral,3.282610211155391e-06,1.00026409199927e-06,0.3047160727764884
current_active,current active,39,40,psi_active,right_band_mean,0.008370723935258402,0.008463487029075623,1.011081848420122
current_active,current active,39,40,history_driver,max,0.32408857345581055,0.37239983677864075,1.1490680859484774
current_active,current active,39,40,history_driver,p999,0.1535134221911446,0.10729674994945526,0.6989405122886033
current_active,current active,39,40,history_driver,p99,0.10299158096313477,0.034472476691007614,0.3347115984494581
current_active,current active,39,40,history_driver,domain_mean,0.003321027827529084,0.003461943008005619,1.0424311953391185
current_active,current active,39,40,history_driver,tip_2l0_mean,0.00796460246819498,0.0007913481094874442,0.09935814281347147
current_active,current active,39,40,history_driver,tip_2l0_integral,1.0067258146319811e-05,1.00026409199927e-06,0.09935814473625341
current_active,current active,39,40,history_driver,right_band_mean,0.008370722328117239,0.008463487029075623,1.0110820425433045
current_active,current active,68,69,alpha_bar,max,18.459121704101562,9.840360641479492,0.5330893202406805
current_active,current active,68,69,alpha_bar,p999,8.433470001220847,1.5923105478286743,0.18880846764121625
current_active,current active,68,69,alpha_bar,p99,5.670693426132202,1.0521519184112549,0.18554202093920882
current_active,current active,68,69,alpha_bar,domain_mean,0.23574995771802848,0.24581560492515564,1.0426962842520053
current_active,current active,68,69,alpha_bar,tip_2l0_mean,1.0786265809304356,0.5021397471427917,0.4655362254373893
current_active,current active,68,69,alpha_bar,tip_2l0_integral,0.0013633840831443213,0.0006347047165036201,0.4655362522935023
current_active,current active,68,69,alpha_bar,right_band_mean,0.584365829154561,0.5832043886184692,0.9980124769824886
current_active,current active,68,69,delta_alpha_bar,max,0.5624628067016602,0.3769071400165558,0.6701014458658664
current_active,current active,68,69,delta_alpha_bar,p999,0.2731819796562197,0.10137590020895004,0.3710929261751616
current_active,current active,68,69,delta_alpha_bar,p99,0.12568044662475586,0.033460162580013275,0.26623204705752906
current_active,current active,68,69,delta_alpha_bar,domain_mean,0.001195043674875665,0.0017198229907080531,1.4391298216669675
current_active,current active,68,69,delta_alpha_bar,tip_2l0_mean,0.028948476696991323,0.00026305110077373683,0.009086871945876044
current_active,current active,68,69,delta_alpha_bar,tip_2l0_integral,3.659087682217771e-05,3.324965973661165e-07,0.009086871544018056
current_active,current active,68,69,delta_alpha_bar,right_band_mean,0.010090511349588813,0.008215058594942093,0.8141369956713695
current_active,current active,68,69,psi_raw,max,2216.02978515625,2681.71240234375,1.2101427608540312
current_active,current active,68,69,psi_raw,p999,2171.030036865241,2601.95068359375,1.1984867272268223
current_active,current active,68,69,psi_raw,p99,500.73057983398337,0.4698631167411804,0.0009383551467876457
current_active,current active,68,69,psi_raw,domain_mean,2.5315790875767505,3.530757427215576,1.394685808767384
current_active,current active,68,69,psi_raw,tip_2l0_mean,93.69374156176028,142.44033813476562,1.5202759091531526
current_active,current active,68,69,psi_raw,tip_2l0_integral,0.11842889670431733,0.18004460632801056,1.5202759743471208
current_active,current active,68,69,psi_raw,right_band_mean,0.043624748649762644,0.008191896602511406,0.1877809467346003
current_active,current active,68,69,g_alpha,max,1.0000820059315563,1.0034326314926147,1.003350350812419
current_active,current active,68,69,g_alpha,p999,1.000057839294019,1.003325343132019,1.0032673148588154
current_active,current active,68,69,g_alpha,p99,1.000056432597559,1.003186821937561,1.003130212693969
current_active,current active,68,69,g_alpha,domain_mean,0.9796414867973734,0.9842415452003479,1.0046956549563992
current_active,current active,68,69,g_alpha,tip_2l0_mean,0.40576307249798227,0.39036494493484497,0.9620514319641202
current_active,current active,68,69,g_alpha,tip_2l0_integral,0.0005128845555560835,0.0004934213357046247,0.962051460429811
current_active,current active,68,69,g_alpha,right_band_mean,0.9941050613275884,1.0028221607208252,1.0087687908776921
current_active,current active,68,69,psi_active,max,0.3319188272720554,0.3769071400165558,1.1355401051342773
current_active,current active,68,69,psi_active,p999,0.1465283987958004,0.10137590020895004,0.6918515526142195
current_active,current active,68,69,psi_active,p99,0.04365398870732709,0.033460162580013275,0.7664858028058537
current_active,current active,68,69,psi_active,domain_mean,0.0009419260876235448,0.0017198229907080531,1.8258576902218753
current_active,current active,68,69,psi_active,tip_2l0_mean,0.012902411666071674,0.00026305110077373683,0.02038774669277209
current_active,current active,68,69,psi_active,tip_2l0_integral,1.6308649360859972e-05,3.324965973661165e-07,0.020387745791144017
current_active,current active,68,69,psi_active,right_band_mean,0.01009850968688296,0.008215058594942093,0.813492173564254
current_active,current active,68,69,history_driver,max,0.5624628067016602,0.3769071400165558,0.6701014458658664
current_active,current active,68,69,history_driver,p999,0.2731819796562197,0.10137590020895004,0.3710929261751616
current_active,current active,68,69,history_driver,p99,0.12568044662475586,0.033460162580013275,0.26623204705752906
current_active,current active,68,69,history_driver,domain_mean,0.001195043674875665,0.0017198229907080531,1.4391298216669675
current_active,current active,68,69,history_driver,tip_2l0_mean,0.028948476696991323,0.00026305110077373683,0.009086871945876044
current_active,current active,68,69,history_driver,tip_2l0_integral,3.659087682217771e-05,3.324965973661165e-07,0.009086871544018056
current_active,current active,68,69,history_driver,right_band_mean,0.010090511349588813,0.008215058594942093,0.8141369956713695
lagged_g,lagged g,0,1,alpha_bar,max,0.2424047440290451,44.84514236450195,185.0010920542404
lagged_g,lagged g,0,1,alpha_bar,p999,0.11238760501146317,36.655941009521484,326.15643874413644
lagged_g,lagged g,0,1,alpha_bar,p99,0.03599074773490292,0.04971857741475105,1.3814266316710955
lagged_g,lagged g,0,1,alpha_bar,domain_mean,0.004831751804360173,0.023277178406715393,4.817544308817781
lagged_g,lagged g,0,1,alpha_bar,tip_2l0_mean,0.056241058275375615,0.12495347857475281,2.2217483526525674
lagged_g,lagged g,0,1,alpha_bar,tip_2l0_integral,7.108870208417807e-05,0.0001579412055434659,2.2217483357122405
lagged_g,lagged g,0,1,alpha_bar,right_band_mean,0.00856146456690375,0.008584177121520042,1.0026528819267784
lagged_g,lagged g,0,1,delta_alpha_bar,max,0.2424047440290451,44.84514236450195,185.0010920542404
lagged_g,lagged g,0,1,delta_alpha_bar,p999,0.11238760501146317,36.655941009521484,326.15643874413644
lagged_g,lagged g,0,1,delta_alpha_bar,p99,0.03599074773490292,0.04971857741475105,1.3814266316710955
lagged_g,lagged g,0,1,delta_alpha_bar,domain_mean,0.004831751804360173,0.023277178406715393,4.817544308817781
lagged_g,lagged g,0,1,delta_alpha_bar,tip_2l0_mean,0.056241058275375615,0.12495347857475281,2.2217483526525674
lagged_g,lagged g,0,1,delta_alpha_bar,tip_2l0_integral,7.108870208417807e-05,0.0001579412055434659,2.2217483357122405
lagged_g,lagged g,0,1,delta_alpha_bar,right_band_mean,0.00856146456690375,0.008584177121520042,1.0026528819267784
lagged_g,lagged g,0,1,psi_raw,max,685.90625,2795.06884765625,4.075001281379562
