cycle,fem_cycle,pidl_saved_index,pidl_cycle_offset,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
1,1,0,-1,psi_plus_raw,right_band_mean,0.008561660729980866,0.008584176190197468,1.0026298005640142,0.997377097147387
1,1,0,-1,psi_plus_raw,tip_2l0_integral,0.0016966728516215701,0.008327150717377663,4.907929486476495,0.20375190857069972
1,1,0,-1,psi_plus_raw,tip_2l0_mean,2.7190268462207623,6.587935447692871,2.422901949956689,0.4127282162688737
1,1,0,-1,psi_plus_raw,tip_4l0_integral,0.005617065986030605,0.02451988309621811,4.365247472114085,0.2290820867289114
1,1,0,-1,psi_plus_raw,tip_4l0_mean,2.2432372376424894,4.872790813446045,2.1722137684229343,0.46035984788275136
1,1,0,-1,psi_plus_raw,tip_l0_integral,0.000628868476453402,0.0026127160526812077,4.154630340856027,0.24069530089503907
1,1,0,-1,psi_plus_raw,tip_l0_mean,3.743264446273538,8.06393814086914,2.1542528604669866,0.46419806065998476
1,1,0,-1,psi_plus_raw,top1_mean,487.9443091498481,1026.6292724609375,2.103988617573279,0.47528774236116866
1,1,0,-1,psi_plus_active,crack_strip_mean,0.007401652461324736,0.0070114475674927235,0.947281381303578,1.055652543939874
1,1,0,-1,psi_plus_active,domain_mean,0.0050289291215434495,0.004790312144905329,0.9525511354662152,1.04981240666997
1,1,0,-1,psi_plus_active,max,0.24880101566345167,0.43511962890625,1.7488659672307283,0.5717991079576367
1,1,0,-1,psi_plus_active,p99,0.03345344873086253,0.03523349016904831,1.0532095047212158,0.9494787081936747
1,1,0,-1,psi_plus_active,p999,0.10799535072018826,0.11320216953754425,1.0482133608774202,0.9540042488706092
1,1,0,-1,psi_plus_active,right_band_mean,0.00856173698076315,0.008584532886743546,1.002662532851875,0.9973445374045223
1,1,0,-1,psi_plus_active,tip_2l0_integral,3.422669382320785e-05,7.023503712844104e-05,2.052054384546405,0.48731651925543107
1,1,0,-1,psi_plus_active,tip_2l0_mean,0.05485046765128387,0.055565688759088516,1.0130394714654345,0.9871283678151535
1,1,0,-1,psi_plus_active,tip_4l0_integral,7.601338357763526e-05,0.00015681747754570097,2.063024564424731,0.48472520261960506
1,1,0,-1,psi_plus_active,tip_4l0_mean,0.030356782887119252,0.03116404451429844,1.0265924630479113,0.9740963780613006
1,1,0,-1,psi_plus_active,tip_l0_integral,1.4762812011518655e-05,2.9199913115007803e-05,1.9779370686441464,0.5055772581710544
1,1,0,-1,psi_plus_active,tip_l0_mean,0.08787387410701683,0.09012318402528763,1.0255970268880086,0.9750418281089618
1,1,0,-1,psi_plus_active,top1_mean,0.059610846585748424,0.06425782293081284,1.0779552147171718,0.9276823251533457
1,1,0,-1,alpha_bar,crack_strip_mean,0.011913979947640532,0.007011450827121735,0.5885061799613232,1.699217500257551
1,1,0,-1,alpha_bar,domain_mean,0.005233573519053479,0.004790312144905329,0.9153042615080496,1.092532879014904
1,1,0,-1,alpha_bar,max,0.237151637673378,0.43513134121894836,1.834823261133208,0.5450116211097021
1,1,0,-1,alpha_bar,p99,0.08369031079113486,0.03523160517215729,0.42097591512217564,2.3754328076222126
1,1,0,-1,alpha_bar,p999,0.11918672919273376,0.11320821195840836,0.9498390695439112,1.0528099254541876
1,1,0,-1,alpha_bar,right_band_mean,0.008561723991086437,0.008584534749388695,1.0026642716263694,0.9973428078552676
1,1,0,-1,alpha_bar,tip_2l0_integral,3.519760559041192e-05,7.023466605460271e-05,1.9954387486441731,0.5011429194103116
1,1,0,-1,alpha_bar,tip_2l0_mean,0.05640641590484166,0.055565398186445236,0.9850900344419111,1.0151356373902776
1,1,0,-1,alpha_bar,tip_4l0_integral,8.004831345588345e-05,0.00015681717195548117,1.9590315546361499,0.5104563005294367
1,1,0,-1,alpha_bar,tip_4l0_mean,0.03196817662482374,0.031163984909653664,0.974843991741912,1.0258051631555296
1,1,0,-1,alpha_bar,tip_l0_integral,1.5004824929240027e-05,2.91997585009085e-05,1.9460246046594445,0.5138681173946413
1,1,0,-1,alpha_bar,tip_l0_mean,0.08931442707534876,0.09012270718812943,1.0090498269904231,0.9910313378503667
1,1,0,-1,alpha_bar,top1_mean,0.09729691925976011,0.06425769627094269,0.6604288888057145,1.5141675613378276
1,1,0,-1,fatigue_f,crack_strip_mean,0.9999998335624969,0.9999998335624969,1.0,1.0
1,1,0,-1,fatigue_f,domain_mean,1.0000000133914,1.0000000133914,1.0,1.0
1,1,0,-1,fatigue_f,max,1.0,1.0,1.0,1.0
1,1,0,-1,fatigue_f,p99,1.0,1.0,1.0,1.0
1,1,0,-1,fatigue_f,p999,1.0,1.0,1.0,1.0
